id,code,name,district_id,id,name,code,region_divisions_id,id,name,code
303,MMR014011,Loilen,27,27,Loilen,MMR014D002,13,13,Shan,SHN
304,MMR014012,Laihka,27,27,Loilen,MMR014D002,13,13,Shan,SHN
305,MMR014013,Nansang,27,27,Loilen,MMR014D002,13,13,Shan,SHN
306,MMR014014,Kunhing,27,27,Loilen,MMR014D002,13,13,Shan,SHN
307,MMR014015,Kyethi,27,27,Loilen,MMR014D002,13,13,Shan,SHN
308,MMR014016,Mongkaing,27,27,Loilen,MMR014D002,13,13,Shan,SHN
309,MMR014017,Monghsu,27,27,Loilen,MMR014D002,13,13,Shan,SHN
310,MMR014011702,Pinlon,27,27,Loilen,MMR014D002,13,13,Shan,SHN
311,MMR014013702,"Kho Lam",27,27,Loilen,MMR014D002,13,13,Shan,SHN
312,MMR014014702,"Kar Li",27,27,Loilen,MMR014D002,13,13,Shan,SHN
313,MMR014015702,"Mongnawng ",27,27,Loilen,MMR014D002,13,13,Shan,SHN
314,MMR014017702,"Mongsan (Hmonesan)",27,27,Loilen,MMR014D002,13,13,Shan,SHN
315,MMR014018,Langkho,23,23,Langkho,MMR014D003,13,13,Shan,SHN
316,MMR014019,Mongnai,23,23,Langkho,MMR014D003,13,13,Shan,SHN
317,MMR014020,Mawkmai,23,23,Langkho,MMR014D003,13,13,Shan,SHN
318,MMR014021,Mongpan,23,23,Langkho,MMR014D003,13,13,Shan,SHN
319,MMR014018702,Homein,23,23,Langkho,MMR014D003,13,13,Shan,SHN
320,MMR014019702,"Kengtawng ",23,23,Langkho,MMR014D003,13,13,Shan,SHN
321,MMR015001,Lashio,24,24,Lashio,MMR015D001,13,13,Shan,SHN
322,MMR015002,Hseni,24,24,Lashio,MMR015D001,13,13,Shan,SHN
323,MMR015003,Mongyai,24,24,Lashio,MMR015D001,13,13,Shan,SHN
324,MMR015004,Tangyan,24,24,Lashio,MMR015D001,13,13,Shan,SHN
325,MMR015009,Muse,43,43,Muse,MMR015D002,13,13,Shan,SHN
326,MMR015010,Namhkan,43,43,Muse,MMR015D002,13,13,Shan,SHN
327,MMR015011,Kutkai,43,43,Muse,MMR015D002,13,13,Shan,SHN
328,MMR015009702,Monekoe,43,43,Muse,MMR015D002,13,13,Shan,SHN
329,MMR015009703,"Manhlyoe (Manhero)",43,43,Muse,MMR015D002,13,13,Shan,SHN
330,MMR015009704,"Pang Hseng (Kyu Koke)",43,43,Muse,MMR015D002,13,13,Shan,SHN
331,MMR015011702,Tarmoenye,43,43,Muse,MMR015D002,13,13,Shan,SHN
332,MMR015012,Kyaukme,19,19,Kyaukme,MMR015D003,13,13,Shan,SHN
333,MMR015013,Nawnghkio,19,19,Kyaukme,MMR015D003,13,13,Shan,SHN
334,MMR015014,Hsipaw,19,19,Kyaukme,MMR015D003,13,13,Shan,SHN
335,MMR015015,Namtu,19,19,Kyaukme,MMR015D003,13,13,Shan,SHN
336,MMR015016,Namhsan,19,19,Kyaukme,MMR015D003,13,13,Shan,SHN
337,MMR015017,Mongmit,19,19,Kyaukme,MMR015D003,13,13,Shan,SHN
338,MMR015018,Mabein,19,19,Kyaukme,MMR015D003,13,13,Shan,SHN
339,MMR015019,Manton,19,19,Kyaukme,MMR015D003,13,13,Shan,SHN
340,MMR015012702,Mongngawt,19,19,Kyaukme,MMR015D003,13,13,Shan,SHN
341,MMR015012703,Monglon,19,19,Kyaukme,MMR015D003,13,13,Shan,SHN
342,MMR015020,Kunlong,18,18,Kunlong,MMR015D004,13,13,Shan,SHN
343,MMR015022,Laukkaing,25,25,Laukkaing,MMR015D005,13,13,Shan,SHN
344,MMR015023,Konkyan,25,25,Laukkaing,MMR015D005,13,13,Shan,SHN
345,MMR015022702,"Chinshwehaw ",25,25,Laukkaing,MMR015D005,13,13,Shan,SHN
346,MMR015023702,"Maw Hteik",25,25,Laukkaing,MMR015D005,13,13,Shan,SHN
347,MMR015021,Hopang,10,10,Hopang,MMR015D006,13,13,Shan,SHN
348,MMR015008,Mongmao,10,10,Hopang,MMR015D006,13,13,Shan,SHN
349,MMR015007,Pangwaun,10,10,Hopang,MMR015D006,13,13,Shan,SHN
350,MMR015021703,"Pan Lon",10,10,Hopang,MMR015D006,13,13,Shan,SHN
351,MMR015024,Matman,30,30,Matman,MMR015D007,13,13,Shan,SHN
352,MMR015005,Pangsang,30,30,Matman,MMR015D007,13,13,Shan,SHN
353,MMR015006,Narphan,30,30,Matman,MMR015D007,13,13,Shan,SHN
354,MMR015005702,"Man Kan",30,30,Matman,MMR015D007,13,13,Shan,SHN
355,MMR016001,Kengtung,17,17,Kengtung,MMR016D001,13,13,Shan,SHN
356,MMR016002,Mongkhet,17,17,Kengtung,MMR016D001,13,13,Shan,SHN
357,MMR016003,Mongyang,17,17,Kengtung,MMR016D001,13,13,Shan,SHN
358,MMR016005,Mongla,17,17,Kengtung,MMR016D001,13,13,Shan,SHN
359,MMR016003702,Mongpauk,17,17,Kengtung,MMR016D001,13,13,Shan,SHN
360,MMR016006,Monghsat,40,40,Monghsat,MMR016D002,13,13,Shan,SHN
361,MMR016007,Mongping,40,40,Monghsat,MMR016D002,13,13,Shan,SHN
362,MMR016008,Mongton,40,40,Monghsat,MMR016D002,13,13,Shan,SHN
363,MMR016006702,Mongkhoke,40,40,Monghsat,MMR016D002,13,13,Shan,SHN
364,MMR016007702,Tontar,40,40,Monghsat,MMR016D002,13,13,Shan,SHN
365,MMR016008702,Ponparkyin,40,40,Monghsat,MMR016D002,13,13,Shan,SHN
366,MMR016008703,"Hmone Hta",40,40,Monghsat,MMR016D002,13,13,Shan,SHN
367,MMR016009,Tachileik,61,61,Tachileik,MMR016D003,13,13,Shan,SHN
368,MMR016009703,Tarlay,61,61,Tachileik,MMR016D003,13,13,Shan,SHN
369,MMR016009702,Kenglat,61,61,Tachileik,MMR016D003,13,13,Shan,SHN
370,MMR016010,Monghpyak,39,39,Monghpyak,MMR016D004,13,13,Shan,SHN
371,MMR016011,Mongyawng,39,39,Monghpyak,MMR016D004,13,13,Shan,SHN
372,MMR016011702,Mongyu,39,39,Monghpyak,MMR016D004,13,13,Shan,SHN
373,MMR017002,Kangyidaunt,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
374,MMR017007,Kyaunggon,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
375,MMR017005,Kyonpyaw,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
376,MMR017004,Ngapudaw,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
377,MMR017001,Pathein,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
378,MMR017006,Yegyi,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
379,MMR017003,Thabaung,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
380,MMR017004702,Ngayokekaung,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
381,MMR017004703,Hainggyikyun,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
382,MMR017001702,Shwethaungyan,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
383,MMR017001703,Ngwesaung,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
384,MMR017006702,Ngathaingchaung,53,53,Pathein,MMR017D001,1,1,Ayeyarwady,AYY
385,MMR017025,Kyaiklat,55,55,Pyapon,MMR017D006,1,1,Ayeyarwady,AYY
386,MMR017026,Dedaye,55,55,Pyapon,MMR017D006,1,1,Ayeyarwady,AYY
387,MMR017023,Pyapon,55,55,Pyapon,MMR017D006,1,1,Ayeyarwady,AYY
388,MMR017024,Bogale,55,55,Pyapon,MMR017D006,1,1,Ayeyarwady,AYY
389,MMR017023702,Ahmar,55,55,Pyapon,MMR017D006,1,1,Ayeyarwady,AYY
390,MMR017021,Nyaungdon,31,31,Maubin,MMR017D005,1,1,Ayeyarwady,AYY
391,MMR017022,Danubyu,31,31,Maubin,MMR017D005,1,1,Ayeyarwady,AYY
392,MMR017020,Pantanaw,31,31,Maubin,MMR017D005,1,1,Ayeyarwady,AYY
393,MMR017019,Maubin,31,31,Maubin,MMR017D005,1,1,Ayeyarwady,AYY
394,MMR017014,Myaungmya,44,44,Myaungmya,MMR017D003,1,1,Ayeyarwady,AYY
395,MMR017017,Wakema,44,44,Myaungmya,MMR017D003,1,1,Ayeyarwady,AYY
396,MMR017015,Einme,44,44,Myaungmya,MMR017D003,1,1,Ayeyarwady,AYY
397,MMR017018,Mawlamyinegyun,22,22,Labutta,MMR017D004,1,1,Ayeyarwady,AYY
398,MMR017016,Labutta,22,22,Labutta,MMR017D004,1,1,Ayeyarwady,AYY
399,MMR017016702,Pyinsalu,22,22,Labutta,MMR017D004,1,1,Ayeyarwady,AYY
400,MMR017012,Kyangin,8,8,Hinthada,MMR017D002,1,1,Ayeyarwady,AYY
401,MMR017009,Zalun,8,8,Hinthada,MMR017D002,1,1,Ayeyarwady,AYY
402,MMR017011,Myanaung,8,8,Hinthada,MMR017D002,1,1,Ayeyarwady,AYY
403,MMR017010,Lemyethna,8,8,Hinthada,MMR017D002,1,1,Ayeyarwady,AYY
404,MMR017008,Hinthada,8,8,Hinthada,MMR017D002,1,1,Ayeyarwady,AYY
405,MMR017013,Ingapu,8,8,Hinthada,MMR017D002,1,1,Ayeyarwady,AYY
406,MMR018003,Tatkon,49,49,"Naypyitaw (North)",MMR018D001,10,10,"Nay Pyi Taw",NPW
407,MMR018001,"Zay Yar Thi Ri",49,49,"Naypyitaw (North)",MMR018D001,10,10,"Nay Pyi Taw",NPW
408,MMR018008,"Oke Ta Ra Thi Ri",49,49,"Naypyitaw (North)",MMR018D001,10,10,"Nay Pyi Taw",NPW
409,MMR018005,"Poke Ba Thi Ri",49,49,"Naypyitaw (North)",MMR018D001,10,10,"Nay Pyi Taw",NPW
410,MMR018006,Pyinmana,50,50,"Naypyitaw (South)",MMR018D002,10,10,"Nay Pyi Taw",NPW
411,MMR018007,Lewe,50,50,"Naypyitaw (South)",MMR018D002,10,10,"Nay Pyi Taw",NPW
412,MMR018002,"Za Bu Thi Ri",50,50,"Naypyitaw (South)",MMR018D002,10,10,"Nay Pyi Taw",NPW
413,MMR018004,"Det Khi Na Thi Ri ",50,50,"Naypyitaw (South)",MMR018D002,10,10,"Nay Pyi Taw",NPW
